link_id,row,verdict,status,priority,why_this_needs_you,flow,retiring_code,retiring_description,last_traded,value_cad,proposed_successor,proposed_successor_description,proposed_successor_first_traded,proposed_successor_last_traded,successor_began_at_the_boundary,successor_is_more_aggregate,months_gap,gap_named_by_the_record,suggested_decision,why_not_recommended,wording_match,shared_meaning_words,runner_up,runner_up_description,runner_up_first_traded,runner_up_last_traded,runner_up_wording_match,other_candidates_considered,official_record,closest_removed_candidate,closest_removed_description,closest_removed_first_traded,closest_removed_last_traded,closest_removed_wording_match,closest_removed_why,candidates_removed_on_meaning,record_overruled_gate,official_record_note,record_narrowed_note,best_candidate_passing_every_rule,best_candidate_description,best_candidate_wording_match,best_candidate_is_the_leftover_line,how_they_relate,family_of_the_retiring_code,family_evidence,class_residual_available,class_residual_description,class_residual_wording_match,same_wording_reappears_at,same_wording_reappears_from,same_wording_gap_months,substance_named_again_later,successor_also_retires,chain_ends_at,chain_hops,successor_swaps_a_term,term_in_the_retiring_code,term_in_the_successor,successor_was_carved_out_of_it,carved_out_term,carved_out_by,a_leftover_line_widened_here,widened_line,widened_line_added_terms,widened_line_rank,successor_co_traded_months,codes_never_considered,closest_never_considered,closest_never_considered_description,closest_never_considered_wording_match
imports:3006.20.00.20:2021-12,219,ANALYST - a candidate is shown but NOT recommended,decide,5,no candidate is close on wording,imports,3006.20.00.20,"Blood-grouping reagents, of animal origin",2021-12,101885670.00,3006.30.00.10,"Opacifying, preparations for X-ray examinations",1998-01,2026-06,no,no,0,no,none,"the WCO correlation table for this revision sends the whole subheading OUT of Chapter 30, so no code in this chapter is its successor. The candidates below are shown because the answer still has to be recorded, not because any of them qualifies. Expected answer: reject, with the successor written `none`.",0.3953,0.0000,3006.93.90.00,"Placebos & blinded/double-blinded kits,for clinical trial,in measured doses, nes",2022-01,2026-06,0.3932,15,the WCO correlation sends this subheading OUT of Chapter 30,,,,,,,none,none,"the WCO 2017 to 2022 correlation sends this subheading to 382213, outside Chapter 30",,3006.93.90.00,"Placebos & blinded/double-blinded kits,for clinical trial,in measured doses, nes",0.3932,no,unknown,,,,,,,,,yes,,,,no,,,no,,,no,,,,286,98,3002.90.00.30,Dried blood of animal origin,0.6471
exports:3002.30.00:2021-12,220,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",exports,3002.30.00,"Vaccines, for veterinary medecine",2021-12,90821585.00,3002.42.00,"Vaccines, for veterinary medecine",2022-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,,,,,,0,the WCO correlation left one candidate,,,,,,,none,none,"the WCO 2017 to 2022 correlation sends this subheading to 300242, leaving 1 of 11 candidate(s)","THE OFFICIAL RECORD NARROWED THIS ROW: the WCO 2017 to 2022 correlation sends this subheading to 300242, leaving 1 of 11 candidate(s). The proposal rests on the correlation table and not on wording alone. The tables map six digits to six digits, so the record chose the SUBHEADING; the statistical line beneath it is still the analyst's.",,,,,the same commodity under a new number,Veterinary vaccines,"asserted, unsourced",,,,,,,yes,,,,no,,,no,,,no,,,,,34,3006.91.00,Appliances identifiable for ostomy use,0.3714
exports:3006.20.00:2021-12,221,ANALYST - a candidate is shown but NOT recommended,decide,5,no candidate is close on wording,exports,3006.20.00,Blood-grouping reagents,2021-12,72350467.00,3006.30.00,"Opacifying prep, x-ray; diagnostic reagents, designed for admin to patients",1988-01,2026-06,no,no,0,no,none,"the WCO correlation table for this revision sends the whole subheading OUT of Chapter 30, so no code in this chapter is its successor. The candidates below are shown because the answer still has to be recorded, not because any of them qualifies. Expected answer: reject, with the successor written `none`.",0.2947,0.0909,3006.93.00,"Placebos,blinded or double blinded clinical trial kits, put up in measured doses",2022-01,2026-06,0.2745,7,the WCO correlation sends this subheading OUT of Chapter 30,,,,,,,none,none,"the WCO 2017 to 2022 correlation sends this subheading to 382213, outside Chapter 30",,,,,,unknown,,,,,,,,,yes,,,,no,,,no,,,no,,,,406,36,3002.14.00,"Immunological products,mixed,not put in measured doses/forms/packings f ret sale",0.3107
exports:3002.19.00:2021-12,222,DO NOT DECIDE - waiting on a document,"HELD, do not decide yet",held,"a correlation table could answer this and none has been extracted yet, so deciding now risks being overruled by a document",exports,3002.19.00,"Immunological products, nes, w/n modified/obtained by biotechnological processes",2021-12,7464863.00,3002.12.00,"Antisera & other blood fractions, w/n modified/obtained by biotechnological proc",2017-01,2026-06,no,no,0,no,none,"the subheading is gone and nothing left in the chapter shares the meaning, so the goods may have left Chapter 30 entirely",0.7355,0.3636,3002.15.00,"Immunological products, put up in measured doses/forms/packings, for retail sale",2017-01,2026-06,0.5000,9,a tariff schedule was read and ruled nothing out,,,,,,,none,none,"the 2022 schedule holds every candidate, so it excludes none",,,,,,unknown,Immunological products,"asserted, unsourced",,,,,,,yes,,,,no,,,no,,,yes,3002.90.90,"antisera, cell, etc",10,58,34,3006.30.00,"Opacifying prep, x-ray; diagnostic reagents, designed for admin to patients",0.3333
imports:3001.10.00.90:2006-12,223,ANALYST - a candidate is shown but NOT recommended,decide,5,no candidate is close on wording,imports,3001.10.00.90,"Glands, nes, and other organs, dried, powdered or not, for therapeutic uses",2006-12,6809180.00,3001.90.00.90,"Heparin & its salts; human or animal substances for therap or prophltc uses, nes",1998-01,2026-06,no,no,0,no,none,"the subheading is gone and no wording is close. THE RECORD PLACES THIS INSIDE CHAPTER 30 and the departure hypothesis is withdrawn: the WCO 2002 to 2007 correlation sends this subheading to 300190, leaving 3 of 4 candidate(s). The proposal is still not recommended, because the wording is weak, and that is now the only reason.",0.3699,0.1538,3001.90.00.20,"Bone, organs & o human/animal tissue, living/preserved,for grafting/implantation",1998-01,2026-06,0.3151,1,the WCO correlation narrowed this to one subheading,,,,,,,none,none,"the WCO 2002 to 2007 correlation sends this subheading to 300190, leaving 3 of 4 candidate(s)","THE OFFICIAL RECORD NARROWED THIS ROW: the WCO 2002 to 2007 correlation sends this subheading to 300190, leaving 3 of 4 candidate(s). The proposal rests on the correlation table and not on wording alone. The tables map six digits to six digits, so the record chose the SUBHEADING; the statistical line beneath it is still the analyst's.",,,,,unknown,,,,,,,,,yes,,,,no,,,no,,,no,,,,106,224,3002.10.00.30,"Antisera and other blood fractions, of human origin, for other uses",0.5926
exports:3006.80.00:2006-12,224,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",exports,3006.80.00,Waste pharmaceuticals,2006-12,4595187.00,3006.92.00,"Waste pharmaceuticals, nes",2007-03,2026-06,no,no,2,no,approve,,0.9130,1.0000,,,,,,0,the WCO correlation left one candidate,,,,,,,none,none,"the WCO 2002 to 2007 correlation sends this subheading to 300692, leaving 1 of 10 candidate(s)","THE OFFICIAL RECORD NARROWED THIS ROW: the WCO 2002 to 2007 correlation sends this subheading to 300692, leaving 1 of 10 candidate(s). The proposal rests on the correlation table and not on wording alone. The tables map six digits to six digits, so the record chose the SUBHEADING; the statistical line beneath it is still the analyst's.",,,,,a catch-all line that may cover it,,,,,,,,,yes,,,,no,,,no,,,no,,,,,48,3002.20.00,Vaccines for human medicine,0.3750
imports:3001.10.00.10:2006-12,225,ANALYST - a candidate is shown but NOT recommended,decide,5,no candidate is close on wording,imports,3001.10.00.10,"Animal glands, dried, powdered or not, for therapeutic uses",2006-12,4534592.00,3001.90.00.90,"Heparin & its salts; human or animal substances for therap or prophltc uses, nes",1998-01,2026-06,no,no,0,no,none,"the subheading is gone and no wording is close. THE RECORD PLACES THIS INSIDE CHAPTER 30 and the departure hypothesis is withdrawn: the WCO 2002 to 2007 correlation sends this subheading to 300190, leaving 3 of 4 candidate(s). The proposal is still not recommended, because the wording is weak, and that is now the only reason.",0.4242,0.2500,3001.90.00.20,"Bone, organs & o human/animal tissue, living/preserved,for grafting/implantation",1998-01,2026-06,0.3333,1,the WCO correlation narrowed this to one subheading,,,,,,,none,none,"the WCO 2002 to 2007 correlation sends this subheading to 300190, leaving 3 of 4 candidate(s)","THE OFFICIAL RECORD NARROWED THIS ROW: the WCO 2002 to 2007 correlation sends this subheading to 300190, leaving 3 of 4 candidate(s). The proposal rests on the correlation table and not on wording alone. The tables map six digits to six digits, so the record chose the SUBHEADING; the statistical line beneath it is still the analyst's.",,,,,a catch-all line that may cover it,,,,,,,,,yes,,,,no,,,no,,,no,,,,106,224,3006.30.00.90,"Diagnostic reagents, designed to be administered to the patient, nes",0.5082
imports:3002.11.00.00:2021-12,226,ANALYST - a candidate is shown but NOT recommended,decide,5,no candidate is close on wording,imports,3002.11.00.00,Malaria diagnostic test kits,2021-12,3361952.00,3002.12.00.29,"Animal antisera and other animal blood fractions, nes",2017-01,2026-06,no,no,0,no,none,"the WCO correlation table for this revision sends the whole subheading OUT of Chapter 30, so no code in this chapter is its successor. The candidates below are shown because the answer still has to be recorded, not because any of them qualifies. Expected answer: reject, with the successor written `none`.",0.4000,0.0000,3002.12.00.11,"Human antisera and other human blood fractions, for diagnostic use",2017-01,2026-06,0.3871,18,the WCO correlation sends this subheading OUT of Chapter 30,3002.12.00.12,"Human blood plasma, for therapeutic/prophylactic/other uses",2017-01,2026-06,0.3256,purpose,3002.12.00.12 (purpose); 3002.12.00.13 (purpose),none,"the WCO 2017 to 2022 correlation sends this subheading to 382211, outside Chapter 30",,,,,,a catch-all line that may cover it,Diagnostic reagents,"asserted, unsourced",,,,,,,yes,,,,no,,,no,,,yes,3002.90.00.90,"antisera, cell, culture, etc, vaccines",4,58,93,3006.50.00.00,First-aid boxes and kits,0.4615
imports:3006.80.90.60:2006-12,227,ANALYST - a candidate is shown but NOT recommended,decide,6,"the wording and the meaning both match, please spot check",imports,3006.80.90.60,Waste pharmaceuticals of the goods of heading 30.06,2006-12,259506.00,3006.92.00.00,"Waste pharmaceuticals, nes",2007-01,2026-06,yes,yes,0,no,none,"the subheading is gone and nothing left in the chapter shares the meaning. THE RECORD PLACES THIS INSIDE CHAPTER 30 and the departure hypothesis is withdrawn: the WCO 2002 to 2007 correlation sends this subheading to 300692, leaving 1 of 27 candidate(s). The proposal is still not recommended, because the wording is weak, and that is now the only reason.",0.6316,0.3333,,,,,,0,the WCO correlation left one candidate,,,,,,,none,none,"the WCO 2002 to 2007 correlation sends this subheading to 300692, leaving 1 of 27 candidate(s)","THE OFFICIAL RECORD NARROWED THIS ROW: the WCO 2002 to 2007 correlation sends this subheading to 300692, leaving 1 of 27 candidate(s). The proposal rests on the correlation table and not on wording alone. The tables map six digits to six digits, so the record chose the SUBHEADING; the statistical line beneath it is still the analyst's.",,,,,a catch-all line that may cover it,,,,,,,,,yes,,,,no,,,no,,,no,,,,,201,3004.10.00.20,"Streptomycins or their derivatives, for human use, in dosage",0.4587
imports:3006.80.11.00:2006-12,228,ANALYST - a candidate is shown but NOT recommended,decide,5,no candidate is close on wording,imports,3006.80.11.00,"Waste pharm,chem/biolog prep,incl kit w ancill mat f med diag;f insem anml semen",2006-12,177848.00,3006.92.00.00,"Waste pharmaceuticals, nes",2007-01,2026-06,yes,no,0,no,none,"the subheading is gone and no wording is close. THE RECORD PLACES THIS INSIDE CHAPTER 30 and the departure hypothesis is withdrawn: the WCO 2002 to 2007 correlation sends this subheading to 300692, leaving 1 of 27 candidate(s). The proposal is still not recommended, because the wording is weak, and that is now the only reason.",0.2667,0.0667,,,,,,0,the WCO correlation left one candidate,,,,,,,none,none,"the WCO 2002 to 2007 correlation sends this subheading to 300692, leaving 1 of 27 candidate(s)","THE OFFICIAL RECORD NARROWED THIS ROW: the WCO 2002 to 2007 correlation sends this subheading to 300692, leaving 1 of 27 candidate(s). The proposal rests on the correlation table and not on wording alone. The tables map six digits to six digits, so the record chose the SUBHEADING; the statistical line beneath it is still the analyst's.",,,,,a catch-all line that may cover it,,,,,,,,,yes,,,,no,,,no,,,no,,,,,201,3002.15.00.00,"Immunological products, put up in measured doses/forms/packings, for retail sale",0.4051
imports:3006.80.19.00:2006-12,229,ANALYST - a candidate is shown but NOT recommended,decide,5,no candidate is close on wording,imports,3006.80.19.00,"Waste of gel prep f human/vet med as lub f pts of body f oper/examin,etc,nes",2006-12,168927.00,3006.92.00.00,"Waste pharmaceuticals, nes",2007-01,2026-06,yes,no,0,no,none,"the subheading is gone and no wording is close. THE RECORD PLACES THIS INSIDE CHAPTER 30 and the departure hypothesis is withdrawn: the WCO 2002 to 2007 correlation sends this subheading to 300692, leaving 1 of 27 candidate(s). The proposal is still not recommended, because the wording is weak, and that is now the only reason.",0.3564,0.0714,,,,,,0,the WCO correlation left one candidate,,,,,,,none,none,"the WCO 2002 to 2007 correlation sends this subheading to 300692, leaving 1 of 27 candidate(s)","THE OFFICIAL RECORD NARROWED THIS ROW: the WCO 2002 to 2007 correlation sends this subheading to 300692, leaving 1 of 27 candidate(s). The proposal rests on the correlation table and not on wording alone. The tables map six digits to six digits, so the record chose the SUBHEADING; the statistical line beneath it is still the analyst's.",,,,,unknown,,,,,,,,,yes,,,,no,,,no,,,no,,,,,201,3004.39.00.19,"Medi,cont horm/prod No 29.37,f human use,doses/pack frs,o/t No 30.02/05/06,nes",0.4545
imports:3006.80.90.50:2006-12,230,ANALYST - a candidate is shown but NOT recommended,decide,6,"the wording and the meaning both match, please spot check",imports,3006.80.90.50,Waste pharmaceuticals of the goods of heading 30.05,2006-12,8220.00,3006.92.00.00,"Waste pharmaceuticals, nes",2007-01,2026-06,yes,yes,0,no,none,"the subheading is gone and nothing left in the chapter shares the meaning. THE RECORD PLACES THIS INSIDE CHAPTER 30 and the departure hypothesis is withdrawn: the WCO 2002 to 2007 correlation sends this subheading to 300692, leaving 1 of 27 candidate(s). The proposal is still not recommended, because the wording is weak, and that is now the only reason.",0.6316,0.3333,,,,,,0,the WCO correlation left one candidate,,,,,,,none,none,"the WCO 2002 to 2007 correlation sends this subheading to 300692, leaving 1 of 27 candidate(s)","THE OFFICIAL RECORD NARROWED THIS ROW: the WCO 2002 to 2007 correlation sends this subheading to 300692, leaving 1 of 27 candidate(s). The proposal rests on the correlation table and not on wording alone. The tables map six digits to six digits, so the record chose the SUBHEADING; the statistical line beneath it is still the analyst's.",,,,,its own leftover line,Waste pharmaceuticals,"asserted, unsourced",,,,,,,yes,,,,no,,,no,,,no,,,,,201,3004.10.00.20,"Streptomycins or their derivatives, for human use, in dosage",0.4587
imports:3004.50.99.30:1989-12,231,ANALYST - a candidate is shown but NOT recommended,decide,3,the closest wording was ruled out on meaning,imports,3004.50.99.30,"Vitamins & their derivs,nes,for vet use, in dosage",1989-12,1124520.00,3004.50.99.50,"Vitamins & their derivs, nes, for vet use, in dosage",1990-01,1997-12,yes,no,0,no,none,"a different code, 3004.50.00.50, carries this description word for word from 1998-01, 96 month(s) after this one stopped. Either that is the renumbering or the proposal is, and the wording cannot separate them.",1.0000,1.0000,3004.50.10.00,"Mx of amino acids & vitamins,& mx of amino acids, protein hydrolysates & vit,etc",1988-01,1997-12,0.3333,0,no official source reaches this boundary,3004.50.00.70,"Vitamins & their derivs, nes, for vet use, in dosage",1998-01,2011-12,1.0000,continuity,3004.50.00.70 (continuity); 3004.50.00.61 (continuity;use); 3004.50.99.41 (use); 3004.50.00.32 (continuity;use); 3004.50.99.12 (use); 3004.50.00.31 (continuity;use); 3004.50.99.11 (use); 3004.50.00.69 (continuity;use); 3004.50.99.49 (use); 3004.50.00.39 (continuity;use); 3004.50.99.19 (use); 3004.50.00.19 (continuity;use); 3004.50.00.50 (continuity;use); 3004.50.00.20 (continuity;use); 3004.50.91.00 (use); 3004.50.00.40 (continuity;use); 3004.50.99.20 (use); 3004.50.00.13 (continuity;use); 3004.50.00.90 (continuity); 3004.50.00.14 (continuity;use); 3004.50.00.12 (continuity;use); 3004.50.00.10 (continuity); 3004.50.00.11 (continuity),none,no official source reaches 199001,,,,,,its own leftover line,Vitamins,"asserted, unsourced",,,,3004.50.00.50,1998-01,96,yes,yes,3004.50.00.70,2,no,,,no,,,no,,,,,354,3004.90.00.34,"Antihistamines agents, for human use, in dosage",0.6847
